DATE,SPI6(t),PS(t-1),T2M(t),RH2M(t-2),WS2M(t-1),GWETPROF(t),PRECTOTCORR_SUM(t-3),SPI6(t-1),WD2M(t-3)
1981-11-30,1.2088665603434492,0.04651162790696617,-0.53343701399689,0.9154214829433323,-0.8075313807531381,-0.16666666666666696,0.06327412385981757,1.4970574627469204,0.5356604430012757
1981-12-31,0.649457962058428,0.18604651162792152,-0.5147744945567658,0.6583027910910628,-0.35564853556485354,-0.4444444444444442,-0.13922227556409017,1.2088665603434492,0.4897367505508523
1982-01-31,-0.1472862115132452,0.16279069767441,-0.49455676516329783,0.06963631237665635,-0.4393305439330544,-0.6666666666666665,-1.0,0.649457962058428,0.2622057288646642
1982-02-28,-0.7914644037344578,0.06976744186047767,-0.19129082426127564,-0.28615731604172523,-0.012552301255229992,-0.7222222222222223,-1.0,-0.1472862115132452,-0.5607097297924156
1982-03-31,-1.3509051482439525,-0.16279069767443843,0.2986003110419899,-0.5331265858471949,-0.046025104602510414,-0.833333333333333,-1.0,-0.7914644037344578,-0.5829757624956512
1982-04-30,-1.1983391668934922,-0.3953488372092977,0.48211508553654703,-0.3760924725119821,0.02092050209205043,-0.833333333333333,-1.0,-1.3509051482439525,-0.8680273686651978
1982-05-31,-0.8423518770757513,-0.5116279069767415,0.1321928460342141,-0.34451649281082597,0.32217573221757334,-0.7777777777777772,-0.8987518002880461,-1.1983391668934922,-0.6366307163013646
1982-06-30,-0.316825399385628,-0.09302325581396076,-0.09797822706065329,0.1575979701155905,-0.046025104602510414,-0.6111111111111112,-0.9746999519923187,-0.8423518770757513,-0.35057404615563026
1982-07-31,0.1239314843683041,0.4186046511627808,-0.23950233281493016,0.5596278545249507,-0.2552301255230125,-0.4444444444444442,-0.772155544887182,-0.316825399385628,0.5501179017356681
1982-08-31,0.6155436952390566,0.3720930232558146,-0.4012441679626755,0.7093318297152522,-0.41422594142259417,-0.33333333333333304,-0.4683629380700912,0.1239314843683041,0.5366655069774633
1982-09-30,0.9545899247593486,0.3953488372093261,-0.1897356143079323,0.756977727657175,-0.38075313807531375,-0.27777777777777724,-0.215170427268363,0.6155436952390566,0.4689396575051219
1982-10-31,1.0223863121736174,0.27906976744185386,-0.09953343701399753,0.90837327318861,-0.7573221757322175,-0.3888888888888884,-0.34176668266922705,0.9545899247593486,0.4660790908036645
1982-11-30,0.6663990223558764,0.023255813953483084,-0.34214618973561484,0.7710741471666198,-0.5815899581589958,-0.5555555555555554,-0.16457033125300047,1.0223863121736174,0.5289342456221733
1982-12-31,0.140872544665753,0.09302325581393234,-0.4261275272161744,0.5647025655483509,-0.4393305439330544,-0.7222222222222223,-0.4683629380700912,0.6663990223558764,0.42015539835324134
1983-01-31,-0.2998843390881792,0.1395348837208985,-0.8771384136858478,-0.10121229207781224,-0.11297071129707104,-0.833333333333333,-0.6709073451752281,0.140872544665753,0.34964629479299547
1983-02-28,-0.8592929373732002,0.7209302325581177,0.1959564541213057,-0.485480687905272,1.0,-0.8888888888888884,-1.0,-0.2998843390881792,-0.5157911013181801
1983-03-31,-1.215280227190941,-0.04651162790699459,0.34370139968895774,-0.7462644488299972,0.15481171548117167,-0.9444444444444442,-1.0,-0.8592929373732002,-0.7178089605319109
1983-04-30,-1.4017283291362992,-0.2093023255814046,0.8164852255054429,-0.7496475895122638,0.5899581589958158,-0.9444444444444442,-1.0,-1.215280227190941,-0.7496617573157061
1983-05-31,-1.0457410393185584,-0.6279069767442138,0.5676516329704508,-0.8855370735833098,-0.07949790794979061,-0.9444444444444442,-1.0,-1.4017283291362992,-0.616761374618269
1983-06-30,-0.2659379260443344,-0.4651162790697754,-0.111975116640747,-0.2317451367352692,0.26359832635983294,-0.4444444444444442,-1.0,-1.0457410393185584,-0.6467586686767947
1983-07-31,0.3104438787626093,0.2325581395348877,-0.19751166407465082,0.1807160981110798,-0.2635983263598327,-0.27777777777777724,-0.9493518963034085,-0.2659379260443344,0.34191503343770524
1983-08-31,0.7512007625165411,0.27906976744185386,-0.2550544323483672,0.7992669861855086,-0.40585774058577395,-0.27777777777777724,-0.4683629380700912,0.3104438787626093,0.4549460744520468
1983-09-30,1.395378954737754,0.5581395348837077,-0.3017107309486784,0.830842965886665,-0.506276150627615,-0.11111111111111116,0.16457033125300047,0.7512007625165411,0.5066682129189377
1983-10-31,1.361464687918383,0.3488372093023031,-0.17884914463452617,0.79391034677192,-0.6820083682008367,-0.22222222222222188,-0.13922227556409017,1.395378954737754,0.5187289806331903
1983-11-30,1.0054773981006422,0.20930232558137618,-0.12130637636080888,0.8291513955455314,-0.5564853556485354,-0.49999999999999956,-0.34176668266922705,1.361464687918383,0.46654296648498206
1983-12-31,0.2256742848264176,0.30232558139533694,-0.192846034214619,0.31265858471948116,-0.41422594142259417,-0.6666666666666665,-0.03797407585213641,1.0054773981006422,0.3027175383663845
1984-01-31,-0.3507075199805258,0.16279069767441,-0.4790046656298603,-0.19819565830279107,-0.4644351464435146,-0.7777777777777772,-1.0,0.2256742848264176,-0.18234179906451753
1984-02-29,-0.7914644037344579,0.09302325581393234,-0.08087091757387288,-0.3126585847194814,-0.012552301255229992,-0.833333333333333,-1.0,-0.3507075199805258,-0.38822528895589314
1984-03-31,-1.4356425959556705,-0.3953488372092977,0.522550544323483,-0.6069918240766845,0.12970711297071125,-0.8888888888888884,-1.0,-0.7914644037344579,-0.5379798214078627
1984-04-30,-1.3339319417220303,-0.7209302325581461,0.5381026438569201,-0.7445728784888638,0.029288702928870425,-0.9444444444444442,-1.0,-1.4356425959556705,-0.6134369322354942
1984-05-31,-0.910116118265547,-0.6511627906976685,0.049766718506997876,-0.35663941358894835,0.5313807531380754,-0.833333333333333,-1.0,-1.3339319417220303,-0.7298697282461634
1984-06-30,-0.5880109490427041,-0.37209302325584304,0.01866251944012376,0.020298844093600277,0.16317991631799167,-0.7222222222222223,-1.0,-0.910116118265547,0.5738528740964088
1984-07-31,-0.1133397984694008,0.06976744186047767,-0.1835147744945571,0.6106568931491401,-0.08786610878661105,-0.6666666666666665,-0.8481036965914546,-0.5880109490427041,0.507132088600255
